"","year","location","replicate","treat_plot","quad","Juncus.acutiflorus","Juncus.effusus","Juncus.articulatus","Juncus.conglomeratus","Juncus.squarrosus","Holcus.lanatus","Cynosurus.cristatus","Poa.trivialis","Anthoxanthum.odoratum","Festuca.rubra","Agrostis.capillaris","Lolium.perenne","Phleum.pratense","Agrostis.stolonifera","Poa.pratensis","Agrostis.canina","Festuca.pratensis","Alopecurus..pratensis","Alopecurus.geniculatus","Trisetum.flavescens","Deschampsia.cespitosa","Carex.nigra","Carex.panicea","Carex.ovalis","Carex.leporina","Luzula.campestris","Equisetum.arvense","Equisetum.palustre","Ranunculus.repens","Caltha.palustris","Trifolium.repens","Ranunculus.acris","Rumex.acetosa","Euphrasia.arctica.s.l.","Prunella.vulgaris","Trifolium.pratense","Myosotis.scorpioides","Bellis.perennis","Montia.fontana","Cerastium.fontanum","Cardamine.pratensis","Leontodon.autumnalis","Ranunculus.flammula","Myosotis.discolor","Plantago.lanceolata","Rhinanthus.minor","Taraxacum.agg.","Ajuga.reptans","Lychnis.flos.cuculi","Galium.palustre","Sagina.procumbens","Stellaria.uliginosa","Galium.uliginosum","Stellaria.alsine","Trollius.europaeus","Achillea.ptarmica","Sagina.apetala","Alchemilla.glabra","Centaurea.nigra","Veronica.serpyllifolia","Leontodon.hispidus","Rumex.obtusifolius","Leucanthemum.vulgare","Lysimachia.nemorum","Succisa.pratensis","Plagiomnium.undulatum","Rhytidiadelphus.squarrosus","Brachythecium.rutabulum","Kindbergia.praelonga","Calliergonella.cuspidata","Calliergonella.cuspidata.1","Calliergonella.cuspidata.2","Calliergonella.cuspidata.3","Atrichum.undulatum","Rhytidiadelphus.squarrosus.1","Juncus.bulbosus","Carex.flacca","Carex.hostiana","Carex.echinata","Carex.pulicaris","Carex.viridula","Carex.pilulifera","Eriophorum.vaginatum","Trichophorum.cespitosum","Luzula.multiflora","Nardus.stricta","Molinia.caerulea","Holcus.mollis","Dactylis.glomerata","Festuca.ovina","Deschampsia.flexuosa","Briza.media","Potentilla.erecta.erecta","Viola.palustris","Cirsium.palustre","Ranunculus..repens","Epilobium.palustre","Galium.saxatile","Cirsium.vulgaris","Narthecium.ossifragum","Cirsium.arvense","Lathyrus.pratensis","Lathyrus.pratensis.1","Cardamine.flexuosa","Pedicularis.sylvatica","Trifolium.dubium","Achillea.millefolium","Hypochaeris.radicata","Stellaria.graminea","Orchid.spp","Pedicularis.palustris","Vicia.sepium","Linum.catharticum","Valeriana.dioica","Sphagnum.sp.","Climacium.dendroides","Sphagnum.palustre","Polytrichum.commune","Pseudoscleropodium.purum","Sphagnum.capillifolium","Sphagnum.squarrosum","Pleurozium.schreberi","Hylocomium.splendens","Polytrichum.formosum","Alchemilla..xanthochlora","Anthoxanthum.odorat","Anthriscus.sylvestris","Arrhenatherum.elatius","Bromus.hordaceus.hor","Cerastium..glomeratum","Conopodium.majus","Cruciata.laevipes","Filipendula.ulmaria","Geranium.sylvaticum","Helictotrichon.pubescen","Heracleum.sphondylium","Lotus.corniculatus","Ranunculus.bulbosus","Ranuunculus..repens","Rhytidiadelphus.squaros","Sanguisorba.officinalis","Senecio.jacobea","Stellaria.media","Urtica.dioica","Veronica.chamaedrys","Calliergon.cuspidatum","Carex.hostiana.1","Carex.pilulifera.1","Dactylorhiza.purpurella","Juncus.compactus","Lychnis.flos.cuculi.","lysimachia.nemorum","Poa.annua","Senecio.vulgaris","Sphagnum_squarrosum","Veronica.serpyllifolia.1","Festuca.x.Lolium","Lychnis.hosieomi","Ranunculus.lingua","Stellaria.liginosum","Epilobium.tetragonum","Avenula.pratense","Carex.viridula.1","Geum.rivale","Hylocumium.splendens","Lysimachia.nemorum.1","Polytrichum.formosa","Valerian.dioica","Alopecurus.pratensis","Cerastium.glomeratum","Crepis.paludosa","Potentilla.erecta","Trichophorum.germanicum","Luzula.sp.","Pedicularis.sp..not.flowering.","Carex.sp..echinata..","Poa.sp","Myosotis.secunda","Glyceria.declinata","Bryophyte","Viola.riviniana","Luzula.sp","Veronica.serpylifolia"
"LM.1.B.44.2017","2017","LM","B","1","44",7,NA,NA,NA,NA,2,2,1,11,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22,3,6,4,1,1,NA,5,1,NA,NA,1,5,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.1.B.91.2017","2017","LM","B","1","91",45,NA,NA,NA,NA,4,14,9,11,10,5,2,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,23,2,11,4,5,1,NA,7,1,1,NA,1,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.1.B.11.2017","2017","LM","B","1","11",12,NA,NA,NA,NA,2,2,9,11,10,8,6,9,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,9,22,5,6,1,5,NA,NA,3,1,1,1,NA,3,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.2.B.71.2017","2017","LM","B","2","71",45,NA,NA,NA,NA,15,4,1,11,10,NA,6,5,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,6,10,3,2,4,1,NA,1,6,1,1,1,1,2,NA,NA,2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.2.B.80.2017","2017","LM","B","2","80",3,NA,NA,NA,NA,7,4,9,11,10,2,6,9,NA,1,NA,6,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,14,10,8,10,1,NA,5,5,5,1,1,1,1,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.2.B.29.2017","2017","LM","B","2","29",42,NA,NA,NA,NA,15,2,9,11,10,2,6,1,NA,7,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,20,20,3,6,1,5,NA,8,5,1,1,1,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.3.B.52.2017","2017","LM","B","3","52",5,NA,NA,NA,NA,15,2,NA,11,10,1,1,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,18,5,9,4,1,5,9,7,1,NA,NA,1,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.3.B.82.2017","2017","LM","B","3","82",8,NA,NA,NA,NA,15,2,NA,11,10,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,13,10,2,9,NA,NA,7,8,5,NA,1,2,NA,4,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.3.B.7.2017","2017","LM","B","3","7",7,NA,NA,NA,NA,15,14,NA,1,10,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,17,22,15,14,NA,5,7,4,4,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.4.B.73.2017","2017","LM","B","4","73",7,NA,NA,NA,NA,15,2,9,11,4,1,6,9,NA,NA,NA,6,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,9,NA,5,7,1,7,5,NA,3,NA,1,NA,NA,2,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.4.B.58.2017","2017","LM","B","4","58",19,NA,NA,NA,NA,15,7,1,11,10,8,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,1,2,2,6,5,8,12,9,1,1,1,NA,3,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.4.B.65.2017","2017","LM","B","4","65",34,NA,NA,NA,NA,17,4,NA,11,2,8,6,9,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,9,20,5,2,4,10,11,9,5,NA,NA,1,1,5,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.5.B.41.2017","2017","LM","B","5","41",3,NA,NA,NA,NA,2,8,NA,2,10,2,9,1,NA,1,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,9,23,5,6,8,NA,1,6,1,1,1,1,1,3,NA,1,2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.5.B.14.2017","2017","LM","B","5","14",1,NA,NA,NA,NA,2,14,9,11,10,NA,6,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,5,2,8,12,11,NA,1,NA,NA,1,NA,5,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.5.B.28.2017","2017","LM","B","5","28",7,NA,NA,NA,NA,15,8,9,1,2,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,10,14,4,5,NA,1,3,1,NA,NA,1,4,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.6.B.79.2017","2017","LM","B","6","79",34,NA,NA,NA,NA,1,7,1,11,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,13,1,9,9,7,5,5,5,1,NA,NA,1,1,8,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.6.B.3.2017","2017","LM","B","6","3",34,NA,NA,NA,NA,2,14,1,11,10,8,6,1,9,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14,1,14,9,8,1,NA,1,NA,1,1,1,NA,4,NA,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.6.B.96.2017","2017","LM","B","6","96",12,NA,NA,NA,NA,15,2,NA,11,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,14,20,12,2,4,NA,NA,9,NA,4,1,2,2,5,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.7.B.50.2017","2017","LM","B","7","50",7,NA,NA,NA,NA,15,2,1,11,10,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,5,11,8,5,NA,9,NA,1,1,1,1,5,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.7.B.59.2017","2017","LM","B","7","59",12,NA,NA,NA,NA,2,7,9,11,10,8,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,2,1,4,1,5,9,1,1,NA,1,1,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LM.7.B.98.2017","2017","LM","B","7","98",NA,NA,NA,NA,NA,NA,4,1,11,2,1,6,9,9,NA,NA,NA,NA,NA,1,NA,14,NA,NA,NA,NA,NA,NA,20,24,19,9,NA,5,5,6,NA,1,NA,1,NA,2,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
